experiment_id,model,video,avg_fps,min_fps,max_fps,total_frames,total_detections,parked_vehicles,processing_time,tracking_gaps,vehicles_with_issues
yolov8s_video_1_cut_50-00_01-00-00_20251002_003746,yolov8s,video_1_cut_50-00_01-00-00,11.630176186305718,5.234537455929612,13.235919315341699,18000,146139,16,1813.7367401123047,4728,813
