experiment_id,model,video,avg_fps,min_fps,max_fps,total_frames,total_detections,parked_vehicles,processing_time,tracking_gaps,vehicles_with_issues
yolov8l_video_1_cut_50-00_01-00-00_20251002_120337,yolov8l,video_1_cut_50-00_01-00-00,3.7059699277269385,1.9490368905402817,4.122320047333463,18000,176918,18,5119.5464408397675,2874,592
