experiment_id,model,video,avg_fps,min_fps,max_fps,total_frames,total_detections,parked_vehicles,processing_time,tracking_gaps,vehicles_with_issues
yolov8m_video_1_cut_50-00_01-00-00_20251002_010759,yolov8m,video_1_cut_50-00_01-00-00,6.291224082066314,3.081513873154275,10.161875619323125,18000,166295,22,3132.39884185791,3392,692
