experiment_id,model,video,avg_fps,min_fps,max_fps,total_frames,total_detections,parked_vehicles,processing_time,tracking_gaps,vehicles_with_issues
yolov8n_video_1_cut_50-00_01-00-00_20251002_001807,yolov8n,video_1_cut_50-00_01-00-00,19.472374124528905,5.263935742971888,22.374871969955617,18000,99408,20,1178.5173478126526,4924,776
